epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
67,3223.72,0.93683,0.72852,1.52836,0.69926,0.68655,0.69883,0.41454,1.56549,1.18674,2.37666,0.000133266,0.000133266,0.000133266
68,3272.27,0.93756,0.72622,1.53808,0.7186,0.67175,0.7025,0.41494,1.56207,1.20613,2.39704,0.000126512,0.000126512,0.000126512
69,3318.88,0.91242,0.72432,1.52084,0.73154,0.65505,0.71224,0.4289,1.57193,1.19659,2.38302,0.000119883,0.000119883,0.000119883
70,3365.53,0.9033,0.70138,1.50827,0.72845,0.66615,0.6986,0.41199,1.58977,1.19798,2.43885,0.000113384,0.000113384,0.000113384
71,3412.35,0.88999,0.69592,1.49624,0.71221,0.69252,0.71023,0.42265,1.57147,1.16491,2.42466,0.000107023,0.000107023,0.000107023
72,3458.95,0.88841,0.68179,1.49058,0.72414,0.68098,0.70992,0.42003,1.57763,1.17533,2.42401,0.000100806,0.000100806,0.000100806
73,3505.56,0.87303,0.68221,1.47472,0.71443,0.66653,0.69739,0.41874,1.57839,1.18781,2.42979,9.47376e-05,9.47376e-05,9.47376e-05
74,3554.83,0.88656,0.68758,1.49183,0.75244,0.6557,0.70172,0.41791,1.56696,1.18722,2.41681,8.88253e-05,8.88253e-05,8.88253e-05
75,3601.41,0.86939,0.66076,1.46411,0.73827,0.6592,0.69622,0.40997,1.58295,1.20493,2.43159,8.30746e-05,8.30746e-05,8.30746e-05
76,3649.01,0.85955,0.65805,1.45401,0.74275,0.66075,0.70078,0.4177,1.58095,1.20955,2.45404,7.74911e-05,7.74911e-05,7.74911e-05
77,3696.31,0.84191,0.64481,1.4477,0.74399,0.65422,0.69892,0.4187,1.58337,1.23005,2.45474,7.20803e-05,7.20803e-05,7.20803e-05
78,3743.92,0.84163,0.63916,1.44824,0.74786,0.6549,0.7026,0.42065,1.59576,1.21196,2.4886,6.68475e-05,6.68475e-05,6.68475e-05
79,3791.18,0.83457,0.64129,1.44145,0.72068,0.67659,0.69641,0.41434,1.59911,1.22982,2.49038,6.1798e-05,6.1798e-05,6.1798e-05
80,3838.24,0.81889,0.62187,1.42884,0.74471,0.66125,0.69939,0.42069,1.59668,1.22838,2.49463,5.69366e-05,5.69366e-05,5.69366e-05
81,3887.66,0.82623,0.63691,1.43294,0.71997,0.66833,0.69511,0.41321,1.59161,1.21872,2.47765,5.22683e-05,5.22683e-05,5.22683e-05
82,3935.13,0.82454,0.62935,1.43617,0.73471,0.6513,0.69939,0.42102,1.60249,1.2297,2.49688,4.77976e-05,4.77976e-05,4.77976e-05
83,3982.37,0.79644,0.60332,1.40252,0.72087,0.66508,0.696,0.41469,1.59964,1.22816,2.50207,4.35288e-05,4.35288e-05,4.35288e-05
84,4029.35,0.80578,0.60587,1.41568,0.73501,0.6613,0.70248,0.41868,1.59717,1.21807,2.52055,3.94663e-05,3.94663e-05,3.94663e-05
85,4078.08,0.79585,0.61271,1.40905,0.70201,0.68231,0.70007,0.41575,1.60017,1.22246,2.50737,3.56141e-05,3.56141e-05,3.56141e-05
86,4125.75,0.7935,0.59634,1.4047,0.69241,0.69001,0.70294,0.41897,1.60318,1.2239,2.5378,3.19759e-05,3.19759e-05,3.19759e-05
87,4176.13,0.78956,0.60357,1.39448,0.71317,0.67523,0.69101,0.40967,1.60313,1.2287,2.52419,2.85553e-05,2.85553e-05,2.85553e-05
88,4223.36,0.77393,0.58669,1.38679,0.7328,0.6651,0.6955,0.41473,1.59675,1.22193,2.53072,2.53557e-05,2.53557e-05,2.53557e-05
89,4270.75,0.76928,0.58303,1.37821,0.72307,0.66754,0.697,0.41408,1.60564,1.23156,2.52979,2.23803e-05,2.23803e-05,2.23803e-05
90,4318.21,0.78383,0.58785,1.40008,0.72396,0.65945,0.69393,0.41569,1.60601,1.23548,2.54533,1.9632e-05,1.9632e-05,1.9632e-05
91,4367.89,0.74304,0.52001,1.3605,0.70517,0.66196,0.68863,0.41153,1.62547,1.24719,2.62328,1.71135e-05,1.71135e-05,1.71135e-05
92,4415.03,0.70563,0.47986,1.32707,0.71588,0.65608,0.68547,0.40739,1.61606,1.24201,2.61112,1.48273e-05,1.48273e-05,1.48273e-05
93,4462.84,0.70456,0.4661,1.32289,0.72008,0.6608,0.69043,0.40975,1.6121,1.24239,2.60714,1.27757e-05,1.27757e-05,1.27757e-05
94,4509.78,0.68908,0.4627,1.30852,0.71606,0.66542,0.6894,0.41202,1.61132,1.24341,2.60615,1.09606e-05,1.09606e-05,1.09606e-05
