epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,60.9919,11.6903,4.01282,13.9922,0.06202,0.0971,0.03991,0.01313,12.1096,4.98685,13.83,0.0672877,0.000164384,0.000164384
2,113.312,8.90302,2.87361,11.2542,0.25369,0.18835,0.08351,0.02983,8.96633,3.89239,12.0024,0.0341209,0.000330969,0.000330969
3,164.702,7.91148,2.64491,10.1627,0.25368,0.24686,0.15921,0.06667,8.28703,6.68118,11.3805,0.000953852,0.000497231,0.000497231
4,215.542,7.5575,2.53007,9.64959,0.25097,0.34598,0.21571,0.08686,8.09942,4.30438,10.8367,0.000498902,0.000498902,0.000498902
5,266.86,7.28353,2.41429,9.30083,0.27408,0.29992,0.18652,0.09055,7.68268,3.18144,10.3535,0.000498048,0.000498048,0.000498048
6,324.839,7.10747,2.35403,9.07544,0.32499,0.39115,0.29397,0.1435,7.10903,5.1197,9.77553,0.000496953,0.000496953,0.000496953
7,375.963,6.91479,2.24858,8.88799,0.51458,0.43405,0.4398,0.20907,6.94022,2.98011,9.70176,0.000495616,0.000495616,0.000495616
8,426.512,6.76086,2.16445,8.73691,0.45198,0.43673,0.4026,0.19836,7.17333,2.51485,9.76905,0.000494039,0.000494039,0.000494039
9,477.546,6.70709,2.09624,8.66091,0.51693,0.43631,0.44169,0.23209,6.79693,2.66115,9.19011,0.000492224,0.000492224,0.000492224
10,529.29,6.49625,2.00595,8.50278,0.48259,0.48281,0.46129,0.23915,6.65117,2.17692,9.11737,0.000490173,0.000490173,0.000490173
11,579.671,6.50899,1.98711,8.46971,0.51534,0.46718,0.46237,0.23397,6.84111,2.15414,9.24008,0.000487886,0.000487886,0.000487886
12,630.362,6.43407,1.95776,8.3647,0.5434,0.4501,0.45493,0.22314,7.08352,2.18998,9.51856,0.000485368,0.000485368,0.000485368
13,683.08,6.34913,1.92314,8.31856,0.57171,0.52177,0.55277,0.2951,6.34574,2.03633,8.79334,0.00048262,0.00048262,0.00048262
14,735.6,6.24589,1.86432,8.20116,0.54338,0.4996,0.49297,0.25297,6.61658,2.20188,9.00737,0.000479644,0.000479644,0.000479644
15,786.171,6.21314,1.84051,8.15974,0.58226,0.54074,0.54218,0.30007,6.25843,1.89054,8.78849,0.000476445,0.000476445,0.000476445
16,838.561,6.09797,1.83617,8.0284,0.60346,0.51346,0.53981,0.26979,6.6711,1.9425,9.12492,0.000473024,0.000473024,0.000473024
17,889.232,6.05594,1.75979,7.97674,0.63576,0.51818,0.56946,0.30737,6.51312,1.77981,8.82794,0.000469386,0.000469386,0.000469386
18,943.356,6.10318,1.78218,7.98809,0.59467,0.54388,0.55334,0.30526,6.35501,1.80934,8.58992,0.000465534,0.000465534,0.000465534
19,993.712,6.011,1.74373,7.92802,0.58913,0.54973,0.55546,0.29371,6.51804,1.74308,8.92396,0.000461471,0.000461471,0.000461471
20,1044.54,5.94954,1.71657,7.90406,0.59653,0.54497,0.55897,0.30884,6.19169,1.86036,8.56086,0.000457202,0.000457202,0.000457202
21,1094.85,5.92047,1.67981,7.83383,0.62944,0.55305,0.58919,0.32568,6.18327,1.6541,8.55816,0.000452732,0.000452732,0.000452732
22,1149.96,5.89427,1.69113,7.83182,0.6121,0.57467,0.58864,0.31754,6.37477,1.67368,8.7498,0.000448063,0.000448063,0.000448063
23,1200.81,5.76774,1.65913,7.72452,0.67599,0.57066,0.62064,0.35027,6.05505,1.58951,8.36109,0.000443202,0.000443202,0.000443202
24,1251.03,5.80208,1.62224,7.72986,0.62777,0.54178,0.57842,0.3154,6.33575,1.64611,8.70081,0.000438152,0.000438152,0.000438152
25,1301.44,5.75163,1.62107,7.69043,0.62123,0.53346,0.57715,0.31866,6.29729,1.81888,8.66557,0.00043292,0.00043292,0.00043292
26,1351.93,5.72902,1.60178,7.66265,0.63979,0.58695,0.63254,0.36487,6.0518,1.54119,8.48343,0.000427509,0.000427509,0.000427509
27,1402.68,5.59624,1.5485,7.5695,0.66552,0.56471,0.61769,0.34255,6.23698,1.66979,8.71512,0.000421925,0.000421925,0.000421925
28,1453,5.59665,1.55829,7.54197,0.63122,0.61476,0.62869,0.35862,6.00287,1.49167,8.34143,0.000416175,0.000416175,0.000416175
29,1503.3,5.57236,1.53988,7.50643,0.655,0.57304,0.62032,0.35498,5.99496,1.5429,8.41988,0.000410262,0.000410262,0.000410262
30,1553.73,5.53689,1.52505,7.49331,0.67135,0.57718,0.62064,0.35746,6.02862,1.53282,8.36261,0.000404194,0.000404194,0.000404194
31,1606.55,5.49365,1.50148,7.45228,0.64618,0.58099,0.61562,0.35772,6.04633,1.51695,8.33069,0.000397977,0.000397977,0.000397977
32,1657.7,5.39542,1.46152,7.41155,0.66886,0.58841,0.62274,0.35447,6.08626,1.5846,8.45866,0.000391616,0.000391616,0.000391616
33,1708.03,5.35558,1.44763,7.36826,0.65597,0.60929,0.64932,0.37267,6.02898,1.47307,8.40024,0.000385117,0.000385117,0.000385117
34,1758.32,5.34532,1.4387,7.35455,0.66093,0.6084,0.64224,0.35788,6.15948,1.44507,8.64531,0.000378488,0.000378488,0.000378488
35,1810.14,5.3282,1.42956,7.31704,0.66662,0.61091,0.65727,0.38093,5.9835,1.46069,8.41843,0.000371734,0.000371734,0.000371734
36,1860.79,5.27795,1.42578,7.27643,0.68496,0.57692,0.64641,0.3734,6.02336,1.50742,8.37117,0.000364863,0.000364863,0.000364863
37,1911.34,5.18461,1.38483,7.19255,0.69183,0.62128,0.67672,0.38274,6.02277,1.35069,8.37939,0.00035788,0.00035788,0.00035788
38,1961.61,5.14366,1.38291,7.18064,0.65783,0.59129,0.63345,0.36076,6.07948,1.4518,8.619,0.000350794,0.000350794,0.000350794
39,2011.9,5.16531,1.36784,7.1698,0.67216,0.57893,0.63301,0.36328,6.12933,1.43408,8.61228,0.000343611,0.000343611,0.000343611
40,2062.17,5.0636,1.33743,7.07189,0.68884,0.6212,0.66219,0.37996,6.06869,1.43101,8.47725,0.000336338,0.000336338,0.000336338
41,2112.42,5.0031,1.33425,7.01344,0.69098,0.60464,0.65195,0.37292,5.98899,1.41699,8.44609,0.000328982,0.000328982,0.000328982
42,2162.81,5.00182,1.30733,7.03524,0.66856,0.61789,0.65753,0.37836,6.10815,1.38864,8.56018,0.00032155,0.00032155,0.00032155
43,2213.12,4.93856,1.28507,6.94969,0.67428,0.59128,0.63312,0.36512,6.05364,1.47119,8.46638,0.000314051,0.000314051,0.000314051
44,2267.35,4.95344,1.28187,6.97641,0.69898,0.59481,0.656,0.37524,6.01056,1.45793,8.42151,0.00030649,0.00030649,0.00030649
45,2317.72,4.8622,1.26586,6.89891,0.67164,0.6144,0.645,0.36094,6.16127,1.41733,8.74459,0.000298877,0.000298877,0.000298877
46,2367.9,4.86704,1.25935,6.92225,0.68633,0.62815,0.67873,0.39853,5.98948,1.32516,8.4194,0.000291218,0.000291218,0.000291218
47,2418.15,4.7867,1.23125,6.84632,0.66774,0.62401,0.66838,0.37926,6.11943,1.35594,8.58953,0.00028352,0.00028352,0.00028352
48,2470.8,4.77363,1.22809,6.84126,0.68803,0.60675,0.6497,0.37274,6.15832,1.41311,8.70493,0.000275792,0.000275792,0.000275792
49,2521.14,4.69941,1.19996,6.76545,0.69515,0.62157,0.6721,0.3888,6.0911,1.31951,8.61904,0.000268041,0.000268041,0.000268041
50,2571.29,4.69622,1.21127,6.74765,0.70548,0.61693,0.66139,0.37966,6.04541,1.33083,8.58306,0.000260274,0.000260274,0.000260274
51,2621.64,4.64159,1.20806,6.73841,0.66632,0.63359,0.66888,0.38417,6.00038,1.33481,8.57273,0.0002525,0.0002525,0.0002525
52,2672.85,4.62087,1.20453,6.68674,0.70105,0.60476,0.65509,0.37822,6.10332,1.39498,8.80555,0.000244726,0.000244726,0.000244726
53,2723.06,4.47132,1.15099,6.55947,0.67975,0.61686,0.6721,0.38615,5.97788,1.32066,8.51857,0.000236959,0.000236959,0.000236959
54,2773.27,4.45483,1.13199,6.5616,0.70552,0.62772,0.68054,0.39766,5.9951,1.33603,8.64749,0.000229208,0.000229208,0.000229208
55,2823.39,4.40174,1.12164,6.49932,0.70567,0.63854,0.69175,0.4034,6.02502,1.25457,8.65664,0.00022148,0.00022148,0.00022148
56,2873.62,4.35954,1.11725,6.47854,0.72385,0.60465,0.68521,0.40382,6.03357,1.28626,8.60904,0.000213782,0.000213782,0.000213782
57,2926.81,4.33193,1.10714,6.48251,0.69993,0.62237,0.68536,0.40399,6.01741,1.29623,8.69968,0.000206123,0.000206123,0.000206123
58,2977.1,4.2885,1.09166,6.39228,0.71101,0.61633,0.67945,0.40062,6.04057,1.29268,8.68981,0.00019851,0.00019851,0.00019851
59,3027.24,4.22709,1.06558,6.36958,0.67557,0.64228,0.66543,0.38871,6.14667,1.30259,8.97546,0.000190949,0.000190949,0.000190949
60,3077.74,4.19983,1.06123,6.34241,0.69701,0.63162,0.67328,0.38916,6.13736,1.31641,8.9876,0.00018345,0.00018345,0.00018345
61,3130.11,4.20137,1.07067,6.37797,0.6614,0.64944,0.67412,0.4022,6.00953,1.26132,8.71472,0.000176018,0.000176018,0.000176018
62,3180.48,4.13774,1.04441,6.29061,0.70954,0.62922,0.67735,0.39586,6.09646,1.28483,8.99739,0.000168662,0.000168662,0.000168662
63,3230.57,4.13065,1.03998,6.27631,0.70301,0.63497,0.67573,0.39919,6.02437,1.2698,8.87646,0.000161389,0.000161389,0.000161389
64,3280.62,4.04687,1.01955,6.19999,0.729,0.63173,0.68563,0.40205,6.02837,1.25655,8.91679,0.000154206,0.000154206,0.000154206
65,3331.3,3.96474,1.00063,6.17809,0.69741,0.63629,0.6777,0.39359,6.13264,1.23162,8.92193,0.00014712,0.00014712,0.00014712
66,3381.52,3.97545,0.98481,6.15101,0.72492,0.6292,0.68153,0.39938,6.12551,1.27309,9.04822,0.000140137,0.000140137,0.000140137
67,3431.68,3.91854,0.98684,6.08566,0.69379,0.64065,0.68498,0.403,6.10987,1.27034,9.03603,0.000133266,0.000133266,0.000133266
68,3481.71,3.92709,1.00231,6.10882,0.71582,0.63712,0.68353,0.40115,6.10673,1.24232,9.01766,0.000126512,0.000126512,0.000126512
69,3531.96,3.81805,0.97397,6.03618,0.70837,0.64763,0.68951,0.407,6.06946,1.23754,8.91664,0.000119883,0.000119883,0.000119883
70,3586.38,3.8145,0.95524,5.9964,0.71989,0.64379,0.69273,0.40499,6.0718,1.22555,8.98985,0.000113384,0.000113384,0.000113384
71,3636.64,3.75309,0.95631,5.96038,0.69434,0.65033,0.67937,0.39866,6.11707,1.26919,9.18044,0.000107023,0.000107023,0.000107023
72,3686.74,3.77053,0.94446,5.96318,0.71136,0.64959,0.69144,0.40581,6.14286,1.21764,9.19584,0.000100806,0.000100806,0.000100806
73,3737.06,3.69539,0.93774,5.86964,0.72664,0.63371,0.69032,0.40497,6.14034,1.22868,9.07934,9.47376e-05,9.47376e-05,9.47376e-05
74,3789.59,3.76649,0.93949,5.95369,0.72461,0.63487,0.68451,0.40037,6.11681,1.21129,9.12162,8.88253e-05,8.88253e-05,8.88253e-05
75,3839.93,3.64441,0.90153,5.80726,0.69366,0.64817,0.6757,0.39805,6.17608,1.24224,9.19081,8.30746e-05,8.30746e-05,8.30746e-05
76,3890.1,3.63795,0.90812,5.79378,0.68767,0.64889,0.68427,0.39764,6.12941,1.23585,9.2094,7.74911e-05,7.74911e-05,7.74911e-05
77,3940.31,3.58503,0.88477,5.79468,0.7396,0.62831,0.69175,0.40289,6.14317,1.22276,9.27634,7.20803e-05,7.20803e-05,7.20803e-05
78,3990.93,3.59552,0.89403,5.78982,0.71316,0.64888,0.68981,0.40039,6.18734,1.24592,9.34982,6.68475e-05,6.68475e-05,6.68475e-05
79,4041.01,3.54843,0.8966,5.75505,0.69868,0.66475,0.68807,0.40183,6.21466,1.23387,9.37452,6.1798e-05,6.1798e-05,6.1798e-05
80,4091.02,3.46196,0.86861,5.70305,0.71292,0.6553,0.69497,0.40468,6.22307,1.19965,9.40513,5.69366e-05,5.69366e-05,5.69366e-05
81,4141.12,3.52174,0.88668,5.73532,0.72246,0.64111,0.69423,0.40444,6.18607,1.21985,9.36787,5.22683e-05,5.22683e-05,5.22683e-05
82,4191.29,3.48539,0.87576,5.71437,0.719,0.65405,0.69063,0.4032,6.2269,1.21309,9.49019,4.77976e-05,4.77976e-05,4.77976e-05
83,4241.24,3.40444,0.84265,5.61995,0.72446,0.64657,0.69463,0.40564,6.20585,1.22255,9.44289,4.35288e-05,4.35288e-05,4.35288e-05
84,4291.5,3.42266,0.84027,5.65974,0.73864,0.63922,0.69153,0.40484,6.2184,1.22463,9.52161,3.94663e-05,3.94663e-05,3.94663e-05
85,4343.95,3.38393,0.85956,5.62872,0.70389,0.66724,0.6923,0.40903,6.17143,1.20871,9.3999,3.56141e-05,3.56141e-05,3.56141e-05
86,4394.18,3.38488,0.84588,5.62468,0.70258,0.65261,0.689,0.40354,6.21899,1.22484,9.54019,3.19759e-05,3.19759e-05,3.19759e-05
87,4444.75,3.36212,0.84294,5.58261,0.70314,0.65612,0.68869,0.40249,6.19218,1.22052,9.49153,2.85553e-05,2.85553e-05,2.85553e-05
88,4498.86,3.30377,0.82265,5.55799,0.6917,0.66813,0.68735,0.40369,6.1979,1.22938,9.53651,2.53557e-05,2.53557e-05,2.53557e-05
89,4549.21,3.30316,0.82014,5.55073,0.68822,0.67691,0.69249,0.40776,6.17743,1.20337,9.46767,2.23803e-05,2.23803e-05,2.23803e-05
90,4599.24,3.33719,0.82734,5.60667,0.72501,0.64718,0.69065,0.4045,6.20434,1.22779,9.52027,1.9632e-05,1.9632e-05,1.9632e-05
91,4651.28,3.21194,0.78565,5.47465,0.71467,0.6401,0.68047,0.39898,6.27838,1.2396,9.79197,1.71135e-05,1.71135e-05,1.71135e-05
92,4703.46,3.03991,0.7304,5.35673,0.72294,0.63663,0.6787,0.39673,6.25156,1.24166,9.77589,1.48273e-05,1.48273e-05,1.48273e-05
93,4753.49,3.03905,0.72306,5.33178,0.69598,0.65795,0.68181,0.40025,6.21656,1.23233,9.75734,1.27757e-05,1.27757e-05,1.27757e-05
94,4805.95,2.97338,0.70655,5.27609,0.71704,0.64737,0.6861,0.40127,6.20849,1.23495,9.77332,1.09606e-05,1.09606e-05,1.09606e-05
95,4856.16,2.94112,0.69733,5.25268,0.68815,0.67421,0.68728,0.40463,6.19059,1.2223,9.71754,9.38391e-06,9.38391e-06,9.38391e-06
96,4908.81,2.9254,0.68539,5.23001,0.7123,0.6551,0.68763,0.40269,6.20734,1.22458,9.74799,8.04714e-06,8.04714e-06,8.04714e-06
97,4959.14,2.91808,0.68858,5.2335,0.70429,0.66103,0.68901,0.40561,6.1984,1.22064,9.71362,6.95161e-06,6.95161e-06,6.95161e-06
98,5009.11,2.89385,0.68857,5.19555,0.70594,0.6653,0.69013,0.40488,6.199,1.2186,9.74725,6.09841e-06,6.09841e-06,6.09841e-06
99,5059.45,2.90446,0.6865,5.21765,0.69966,0.66616,0.68861,0.40484,6.19085,1.21874,9.74995,5.48838e-06,5.48838e-06,5.48838e-06
100,5109.51,2.90979,0.68243,5.2032,0.68712,0.67802,0.68905,0.4043,6.19957,1.21865,9.74567,5.12213e-06,5.12213e-06,5.12213e-06
