epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,56.4312,2.89031,3.50156,3.51125,0.37723,0.20703,0.09499,0.02956,2.72019,4.2683,3.34619,0.0672877,0.000164384,0.000164384
2,105.305,2.22762,2.44609,2.92632,0.19399,0.26335,0.16687,0.06637,2.12294,6.62561,3.07152,0.0341209,0.000330969,0.000330969
3,154.452,1.98418,2.22082,2.63622,0.41053,0.31543,0.304,0.13455,1.976,6.39971,2.87932,0.000953852,0.000497231,0.000497231
4,206.319,1.88886,2.17428,2.49466,0.2951,0.32068,0.22998,0.09913,1.96816,5.79434,2.78023,0.000498902,0.000498902,0.000498902
5,255.021,1.79258,2.07258,2.39445,0.45868,0.41956,0.4081,0.19068,1.82186,3.24614,2.61167,0.000498048,0.000498048,0.000498048
6,305.054,1.751,2.01709,2.33219,0.55039,0.50222,0.49148,0.23737,1.76253,2.45524,2.52955,0.000496953,0.000496953,0.000496953
7,352.866,1.69722,1.97456,2.2711,0.53913,0.51368,0.49039,0.23739,1.79026,2.15078,2.5538,0.000495616,0.000495616,0.000495616
8,399.865,1.67043,1.88756,2.25203,0.56035,0.51752,0.50717,0.25529,1.70503,1.97439,2.44819,0.000494039,0.000494039,0.000494039
9,447.027,1.6264,1.82288,2.20784,0.5697,0.48521,0.50029,0.25454,1.70704,2.06822,2.43425,0.000492224,0.000492224,0.000492224
10,494.327,1.61176,1.78358,2.19157,0.56641,0.47115,0.47493,0.24558,1.71961,2.05898,2.46258,0.000490173,0.000490173,0.000490173
11,541.724,1.59587,1.78108,2.17041,0.61291,0.55811,0.5872,0.3085,1.62452,1.83569,2.32425,0.000487886,0.000487886,0.000487886
12,591.619,1.58954,1.7224,2.15244,0.58566,0.56586,0.57653,0.30946,1.63008,1.75831,2.34889,0.000485368,0.000485368,0.000485368
13,638.981,1.5644,1.66029,2.1461,0.54972,0.56424,0.54144,0.28358,1.63133,2.28,2.32995,0.00048262,0.00048262,0.00048262
14,688.294,1.53876,1.63718,2.10878,0.68502,0.56697,0.63301,0.341,1.6229,1.62097,2.33143,0.000479644,0.000479644,0.000479644
15,735.72,1.51755,1.60256,2.08352,0.65384,0.59105,0.6285,0.35263,1.57565,1.58295,2.28388,0.000476445,0.000476445,0.000476445
16,786.253,1.4885,1.58122,2.06121,0.64234,0.56117,0.57986,0.29897,1.66162,1.77755,2.37505,0.000473024,0.000473024,0.000473024
17,834.448,1.48302,1.54621,2.05199,0.66265,0.57708,0.61377,0.33952,1.54382,1.54449,2.23233,0.000469386,0.000469386,0.000469386
18,883.511,1.49416,1.56066,2.0559,0.66717,0.59771,0.64371,0.3594,1.56358,1.6502,2.25586,0.000465534,0.000465534,0.000465534
19,931.054,1.4599,1.50716,2.03491,0.5943,0.55693,0.57372,0.31288,1.59392,1.77727,2.27666,0.000461471,0.000461471,0.000461471
20,978.004,1.46102,1.48724,2.03421,0.69919,0.57684,0.64048,0.36001,1.5881,1.54347,2.26988,0.000457202,0.000457202,0.000457202
21,1024.97,1.44451,1.44894,2.00663,0.70451,0.58576,0.65388,0.36777,1.56533,1.47772,2.23114,0.000452732,0.000452732,0.000452732
22,1072.48,1.43588,1.45482,2.01135,0.63496,0.61834,0.63357,0.36107,1.55847,1.54902,2.2473,0.000448063,0.000448063,0.000448063
23,1119.22,1.40327,1.43032,1.97729,0.65573,0.59136,0.637,0.35936,1.55132,1.5117,2.21069,0.000443202,0.000443202,0.000443202
24,1168.03,1.40706,1.37764,1.97415,0.68498,0.60581,0.64584,0.36146,1.56747,1.44859,2.25091,0.000438152,0.000438152,0.000438152
25,1215.07,1.41207,1.39304,1.97908,0.70951,0.57913,0.65269,0.37378,1.52442,1.46823,2.19566,0.00043292,0.00043292,0.00043292
26,1262.3,1.38767,1.34123,1.96334,0.71576,0.61501,0.67684,0.39247,1.52148,1.42063,2.19986,0.000427509,0.000427509,0.000427509
27,1311.47,1.36482,1.30836,1.95016,0.69124,0.61455,0.66858,0.38949,1.53618,1.39826,2.21942,0.000421925,0.000421925,0.000421925
28,1358.47,1.37799,1.30341,1.94068,0.68562,0.62036,0.67237,0.38187,1.57134,1.41441,2.25317,0.000416175,0.000416175,0.000416175
29,1405.35,1.3536,1.28729,1.92506,0.66212,0.63456,0.65345,0.36927,1.54776,1.45231,2.24853,0.000410262,0.000410262,0.000410262
30,1455.82,1.3414,1.25895,1.91632,0.68772,0.63215,0.66871,0.39196,1.50043,1.35801,2.19883,0.000404194,0.000404194,0.000404194
31,1503.08,1.34259,1.23887,1.903,0.69423,0.63124,0.67937,0.39475,1.52836,1.35905,2.20545,0.000397977,0.000397977,0.000397977
32,1550.65,1.31728,1.21334,1.89791,0.73696,0.62226,0.69536,0.40087,1.50477,1.32313,2.1855,0.000391616,0.000391616,0.000391616
33,1599.48,1.31716,1.20706,1.9012,0.71278,0.64442,0.69661,0.40268,1.5228,1.28894,2.21711,0.000385117,0.000385117,0.000385117
34,1646.84,1.30504,1.19643,1.89145,0.69064,0.60823,0.65843,0.38205,1.54979,1.43152,2.23584,0.000378488,0.000378488,0.000378488
35,1693.98,1.2974,1.16499,1.87286,0.71611,0.63344,0.68883,0.40633,1.52588,1.31275,2.19761,0.000371734,0.000371734,0.000371734
36,1744.44,1.28253,1.17065,1.87767,0.70152,0.63901,0.69139,0.40786,1.51155,1.31596,2.20621,0.000364863,0.000364863,0.000364863
37,1791.47,1.26535,1.13952,1.84871,0.71781,0.64547,0.69158,0.40054,1.53392,1.30471,2.21047,0.00035788,0.00035788,0.00035788
38,1839.33,1.25103,1.11123,1.83658,0.7105,0.62046,0.6771,0.39582,1.52382,1.30952,2.21226,0.000350794,0.000350794,0.000350794
39,1886.38,1.24898,1.10071,1.82741,0.68662,0.6537,0.69304,0.40276,1.53738,1.25957,2.22013,0.000343611,0.000343611,0.000343611
40,1936.14,1.23537,1.07635,1.81795,0.71389,0.63094,0.67514,0.38544,1.57567,1.2857,2.28547,0.000336338,0.000336338,0.000336338
41,1982.95,1.23087,1.0787,1.80852,0.70329,0.63105,0.67878,0.39091,1.54792,1.35586,2.25781,0.000328982,0.000328982,0.000328982
42,2035.3,1.21393,1.04336,1.80183,0.71943,0.66926,0.71035,0.41509,1.55234,1.22774,2.23925,0.00032155,0.00032155,0.00032155
43,2083.31,1.20329,1.03827,1.79477,0.70715,0.6375,0.6887,0.40928,1.52076,1.26298,2.21952,0.000314051,0.000314051,0.000314051
44,2131.37,1.19357,1.01031,1.78706,0.75216,0.62645,0.70188,0.40999,1.5441,1.23615,2.23203,0.00030649,0.00030649,0.00030649
45,2178.77,1.17398,1.00213,1.75777,0.70636,0.65189,0.70188,0.41994,1.52884,1.22545,2.22566,0.000298877,0.000298877,0.000298877
46,2226.27,1.18054,1.00268,1.77235,0.70884,0.64883,0.68271,0.40304,1.55165,1.27301,2.25884,0.000291218,0.000291218,0.000291218
47,2273.47,1.16145,0.978,1.75357,0.71744,0.6475,0.68643,0.39578,1.54824,1.24724,2.23551,0.00028352,0.00028352,0.00028352
48,2323.3,1.14693,0.97161,1.74291,0.70145,0.67583,0.69731,0.40628,1.54089,1.21511,2.27637,0.000275792,0.000275792,0.000275792
49,2370.83,1.13824,0.94723,1.73572,0.72089,0.64734,0.68974,0.40549,1.53185,1.25056,2.23951,0.000268041,0.000268041,0.000268041
50,2418.21,1.13646,0.93499,1.7225,0.735,0.64507,0.70074,0.41461,1.55181,1.24111,2.23945,0.000260274,0.000260274,0.000260274
51,2465.57,1.12064,0.94031,1.72675,0.73074,0.63908,0.68399,0.40161,1.53509,1.23653,2.27113,0.0002525,0.0002525,0.0002525
52,2512.91,1.12689,0.93189,1.72208,0.73013,0.64791,0.69444,0.41186,1.53734,1.22391,2.28802,0.000244726,0.000244726,0.000244726
53,2562.33,1.08065,0.87446,1.68279,0.72335,0.67531,0.70312,0.40993,1.54456,1.20546,2.27977,0.000236959,0.000236959,0.000236959
54,2611.69,1.08688,0.88179,1.69437,0.70435,0.67074,0.70382,0.4073,1.54741,1.2124,2.29864,0.000229208,0.000229208,0.000229208
55,2661.71,1.06796,0.8677,1.67303,0.73742,0.65464,0.70335,0.40636,1.5637,1.22649,2.30788,0.00022148,0.00022148,0.00022148
56,2709.16,1.04917,0.85521,1.65528,0.71777,0.68981,0.71996,0.41793,1.55242,1.18766,2.31136,0.000213782,0.000213782,0.000213782
57,2756.22,1.0534,0.84136,1.66062,0.73988,0.62367,0.69365,0.40354,1.55479,1.22602,2.32683,0.000206123,0.000206123,0.000206123
58,2803.44,1.03399,0.8337,1.6355,0.72519,0.66958,0.70832,0.42051,1.55158,1.21756,2.28323,0.00019851,0.00019851,0.00019851
59,2852.97,1.02064,0.81466,1.626,0.72652,0.66316,0.70177,0.41103,1.57535,1.21484,2.35184,0.000190949,0.000190949,0.000190949
60,2902.77,1.01214,0.79669,1.62085,0.73015,0.67365,0.70159,0.41307,1.58558,1.20274,2.37084,0.00018345,0.00018345,0.00018345
61,2951.33,1.01998,0.81256,1.63694,0.71324,0.67885,0.70869,0.42175,1.55936,1.21295,2.30078,0.000176018,0.000176018,0.000176018
62,2998.95,0.99712,0.79468,1.60584,0.73784,0.66648,0.70586,0.40719,1.5658,1.21369,2.37439,0.000168662,0.000168662,0.000168662
63,3046.36,0.98896,0.78399,1.59334,0.73341,0.67183,0.70482,0.41598,1.56137,1.20649,2.32771,0.000161389,0.000161389,0.000161389
64,3094.35,0.97976,0.76842,1.58526,0.74195,0.66625,0.70154,0.40787,1.5618,1.22597,2.3579,0.000154206,0.000154206,0.000154206
65,3141.64,0.95597,0.74491,1.57324,0.71943,0.67229,0.70717,0.41756,1.54826,1.19555,2.33317,0.00014712,0.00014712,0.00014712
66,3193.63,0.95901,0.74481,1.58101,0.70909,0.68925,0.69893,0.40844,1.56443,1.20063,2.38026,0.000140137,0.000140137,0.000140137
