epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,509.214,1.43144,1.40262,1.60698,0.63051,0.56825,0.58533,0.33331,1.53559,1.53166,1.82265,0.000476445,0.000476445,0.000476445
16,543.028,1.40817,1.399,1.59756,0.65507,0.63185,0.64472,0.36403,1.53819,1.39936,1.79795,0.000473024,0.000473024,0.000473024
17,575.624,1.41095,1.36087,1.60136,0.62861,0.59828,0.61982,0.34581,1.55249,1.53406,1.83695,0.000469386,0.000469386,0.000469386
18,608.161,1.41787,1.38243,1.59397,0.6709,0.57499,0.62555,0.34676,1.6011,1.50066,1.87548,0.000465534,0.000465534,0.000465534
19,640.807,1.38761,1.3465,1.58003,0.67076,0.59295,0.62572,0.3538,1.53083,1.39673,1.79896,0.000461471,0.000461471,0.000461471
20,673.661,1.38806,1.312,1.58272,0.66026,0.62212,0.64805,0.36745,1.49642,1.37936,1.77834,0.000457202,0.000457202,0.000457202
21,707.847,1.37009,1.28805,1.5725,0.71216,0.58902,0.65222,0.36836,1.52988,1.35246,1.79953,0.000452732,0.000452732,0.000452732
22,740.332,1.35637,1.27647,1.56727,0.64873,0.59683,0.62986,0.36052,1.55082,1.5359,1.80631,0.000448063,0.000448063,0.000448063
23,772.751,1.33588,1.27186,1.5485,0.68225,0.62021,0.6618,0.37574,1.52985,1.33853,1.80147,0.000443202,0.000443202,0.000443202
24,805.735,1.34197,1.2328,1.54709,0.66241,0.62492,0.66174,0.38465,1.53134,1.30705,1.82143,0.000438152,0.000438152,0.000438152
25,838.633,1.33575,1.2336,1.54612,0.68838,0.61994,0.67916,0.39759,1.49796,1.26064,1.7782,0.00043292,0.00043292,0.00043292
26,872.963,1.32705,1.20639,1.53076,0.70175,0.62421,0.67874,0.39475,1.48338,1.31543,1.75956,0.000427509,0.000427509,0.000427509
27,905.513,1.30106,1.17371,1.52854,0.69368,0.63631,0.68249,0.39613,1.52373,1.26145,1.81695,0.000421925,0.000421925,0.000421925
28,938.032,1.3163,1.16688,1.52358,0.67549,0.61336,0.66137,0.38852,1.48933,1.35407,1.76191,0.000416175,0.000416175,0.000416175
29,970.514,1.30859,1.16575,1.51938,0.70084,0.64753,0.68733,0.39922,1.468,1.26605,1.75714,0.000410262,0.000410262,0.000410262
30,1003.36,1.28334,1.1357,1.50311,0.69442,0.62819,0.67924,0.39313,1.50561,1.26272,1.78822,0.000404194,0.000404194,0.000404194
31,1037.52,1.28596,1.13378,1.50566,0.68731,0.61831,0.66538,0.39782,1.46897,1.27314,1.74434,0.000397977,0.000397977,0.000397977
32,1070,1.26137,1.10349,1.48984,0.70068,0.65579,0.70524,0.41968,1.46875,1.16794,1.74926,0.000391616,0.000391616,0.000391616
33,1102.51,1.27234,1.10217,1.48095,0.70232,0.64971,0.69547,0.40114,1.50791,1.2449,1.81059,0.000385117,0.000385117,0.000385117
34,1135.25,1.26561,1.08969,1.49063,0.73914,0.61313,0.68905,0.39948,1.50364,1.20868,1.777,0.000378488,0.000378488,0.000378488
35,1168.17,1.25233,1.07065,1.47914,0.72854,0.64392,0.69511,0.41124,1.47531,1.20786,1.75321,0.000371734,0.000371734,0.000371734
36,1201.11,1.23826,1.05103,1.47342,0.7233,0.65096,0.70379,0.40987,1.49023,1.2129,1.77625,0.000364863,0.000364863,0.000364863
37,1233.99,1.23462,1.05611,1.4709,0.71749,0.62692,0.67837,0.39388,1.51,1.26078,1.79568,0.00035788,0.00035788,0.00035788
38,1266.91,1.21169,1.03262,1.45333,0.72347,0.63221,0.69641,0.40919,1.49287,1.1853,1.77903,0.000350794,0.000350794,0.000350794
39,1299.88,1.21423,1.00273,1.44861,0.69537,0.65002,0.69629,0.41031,1.49542,1.17502,1.77639,0.000343611,0.000343611,0.000343611
40,1332.4,1.19963,0.99269,1.43669,0.74838,0.62851,0.69787,0.41149,1.49582,1.21963,1.77399,0.000336338,0.000336338,0.000336338
41,1365,1.18928,0.98046,1.42711,0.73849,0.61646,0.70267,0.41129,1.50695,1.18713,1.79208,0.000328982,0.000328982,0.000328982
42,1397.54,1.17915,0.96173,1.42794,0.72562,0.6576,0.71117,0.4155,1.50427,1.16437,1.79635,0.00032155,0.00032155,0.00032155
43,1429.95,1.16329,0.9541,1.41972,0.72134,0.63161,0.70468,0.41985,1.49935,1.16332,1.78518,0.000314051,0.000314051,0.000314051
44,1462.59,1.16607,0.93455,1.41736,0.74519,0.63885,0.70384,0.41339,1.49486,1.17927,1.77044,0.00030649,0.00030649,0.00030649
45,1499.26,1.13676,0.92124,1.39065,0.73926,0.63217,0.6995,0.41883,1.49549,1.17003,1.79703,0.000298877,0.000298877,0.000298877
46,1532.98,1.16518,0.93423,1.41989,0.71631,0.65482,0.6966,0.41061,1.51562,1.19655,1.79421,0.000291218,0.000291218,0.000291218
47,1566.19,1.12846,0.89143,1.38295,0.71272,0.65437,0.70593,0.41728,1.49667,1.16429,1.79028,0.00028352,0.00028352,0.00028352
48,1599.22,1.12511,0.89477,1.38449,0.69833,0.66971,0.70399,0.41745,1.49038,1.17344,1.78579,0.000275792,0.000275792,0.000275792
49,1632.37,1.10402,0.87123,1.37067,0.74293,0.63995,0.71438,0.4289,1.49409,1.12975,1.77874,0.000268041,0.000268041,0.000268041
50,1665.36,1.0982,0.85914,1.36181,0.73091,0.64823,0.70122,0.41339,1.50374,1.16578,1.79284,0.000260274,0.000260274,0.000260274
51,1698.26,1.09572,0.86937,1.37207,0.71878,0.65717,0.69546,0.40659,1.54786,1.16396,1.84318,0.0002525,0.0002525,0.0002525
52,1731.17,1.09906,0.86595,1.36328,0.74202,0.66726,0.72073,0.42808,1.52395,1.13101,1.84077,0.000244726,0.000244726,0.000244726
53,1764.13,1.06266,0.82482,1.33973,0.71113,0.66628,0.71456,0.42709,1.49909,1.13651,1.79977,0.000236959,0.000236959,0.000236959
54,1797.16,1.05637,0.80232,1.33555,0.76144,0.63408,0.71339,0.42411,1.50043,1.15756,1.80453,0.000229208,0.000229208,0.000229208
55,1830.33,1.04539,0.79074,1.32614,0.71066,0.66087,0.70815,0.41894,1.52435,1.13887,1.839,0.00022148,0.00022148,0.00022148
56,1863.38,1.02531,0.78942,1.31877,0.72911,0.65603,0.71259,0.42438,1.50766,1.13074,1.80841,0.000213782,0.000213782,0.000213782
57,1896.31,1.03849,0.79101,1.32558,0.69367,0.67634,0.70429,0.41324,1.53149,1.15579,1.8307,0.000206123,0.000206123,0.000206123
58,1929.34,1.02284,0.76681,1.30049,0.71535,0.67056,0.71508,0.42796,1.50719,1.13574,1.81632,0.00019851,0.00019851,0.00019851
59,1962.16,1.00431,0.74771,1.29975,0.73385,0.65413,0.70694,0.42192,1.52023,1.13433,1.85615,0.000190949,0.000190949,0.000190949
60,1995.05,1.01284,0.74767,1.31213,0.72498,0.66239,0.71788,0.4288,1.50545,1.13627,1.81734,0.00018345,0.00018345,0.00018345
61,2028.01,1.00458,0.74818,1.31874,0.71469,0.67242,0.71359,0.43242,1.50169,1.14608,1.82747,0.000176018,0.000176018,0.000176018
62,2060.82,0.97739,0.72923,1.28564,0.73029,0.67044,0.70817,0.4208,1.51203,1.15314,1.8492,0.000168662,0.000168662,0.000168662
63,2093.83,0.98645,0.7234,1.2846,0.74082,0.65794,0.71239,0.42957,1.52199,1.1327,1.85598,0.000161389,0.000161389,0.000161389
64,2126.63,0.96633,0.70137,1.27038,0.70376,0.68783,0.71208,0.43044,1.51069,1.14703,1.85737,0.000154206,0.000154206,0.000154206
65,2159.86,0.94742,0.69606,1.26401,0.7041,0.68426,0.7084,0.4212,1.52117,1.15275,1.84619,0.00014712,0.00014712,0.00014712
66,2192.48,0.95227,0.68725,1.26755,0.71522,0.67141,0.70618,0.4233,1.51892,1.15829,1.85892,0.000140137,0.000140137,0.000140137
67,2225.26,0.93407,0.68141,1.25746,0.701,0.66533,0.70234,0.42783,1.49526,1.15272,1.83608,0.000133266,0.000133266,0.000133266
68,2258.18,0.93948,0.6831,1.25986,0.7267,0.67351,0.71269,0.42547,1.53271,1.15553,1.87033,0.000126512,0.000126512,0.000126512
69,2291.14,0.91181,0.67324,1.25002,0.70267,0.67198,0.70776,0.42811,1.53696,1.16909,1.89004,0.000119883,0.000119883,0.000119883
70,2324.61,0.91162,0.66308,1.24256,0.73862,0.64806,0.7086,0.42861,1.51908,1.1576,1.86934,0.000113384,0.000113384,0.000113384
71,2357.56,0.90311,0.65076,1.23415,0.71447,0.67584,0.71481,0.43386,1.51122,1.16436,1.86169,0.000107023,0.000107023,0.000107023
72,2390.59,0.90161,0.64748,1.23378,0.72456,0.65393,0.70851,0.42693,1.52711,1.15315,1.87712,0.000100806,0.000100806,0.000100806
73,2423.54,0.88941,0.63518,1.21814,0.74219,0.65999,0.71312,0.42778,1.53271,1.17159,1.91474,9.47376e-05,9.47376e-05,9.47376e-05
74,2456.58,0.90446,0.64852,1.23534,0.73061,0.66752,0.71512,0.42929,1.52563,1.17602,1.90113,8.88253e-05,8.88253e-05,8.88253e-05
75,2489.59,0.88144,0.61754,1.21568,0.73087,0.66266,0.70841,0.42796,1.54338,1.17087,1.90801,8.30746e-05,8.30746e-05,8.30746e-05
76,2522.6,0.87047,0.61362,1.20888,0.74001,0.65795,0.71476,0.42864,1.53985,1.16891,1.91566,7.74911e-05,7.74911e-05,7.74911e-05
77,2555.71,0.86823,0.60663,1.21118,0.72714,0.67272,0.71595,0.43132,1.54548,1.17754,1.94081,7.20803e-05,7.20803e-05,7.20803e-05
78,2588.89,0.8546,0.60028,1.20273,0.748,0.64579,0.70699,0.42727,1.55152,1.17108,1.93999,6.68475e-05,6.68475e-05,6.68475e-05
79,2622.26,0.85409,0.59957,1.20209,0.72661,0.67034,0.71199,0.42663,1.54471,1.18261,1.94577,6.1798e-05,6.1798e-05,6.1798e-05
80,2655.5,0.83234,0.58143,1.19514,0.73103,0.66185,0.712,0.43275,1.54601,1.16858,1.96082,5.69366e-05,5.69366e-05,5.69366e-05
81,2688.61,0.85132,0.60119,1.19926,0.69473,0.67831,0.70504,0.43023,1.54196,1.17824,1.93671,5.22683e-05,5.22683e-05,5.22683e-05
82,2721.73,0.83418,0.58746,1.19301,0.71927,0.66461,0.70894,0.43241,1.53826,1.17561,1.94156,4.77976e-05,4.77976e-05,4.77976e-05
83,2754.79,0.81565,0.56995,1.18103,0.68706,0.6957,0.70573,0.42573,1.55232,1.18363,1.96939,4.35288e-05,4.35288e-05,4.35288e-05
84,2789.81,0.82004,0.56941,1.18122,0.70608,0.68892,0.71039,0.42925,1.5489,1.1757,1.9627,3.94663e-05,3.94663e-05,3.94663e-05
85,2824.23,0.8109,0.56943,1.17277,0.69756,0.69413,0.7163,0.43179,1.56011,1.18351,1.98143,3.56141e-05,3.56141e-05,3.56141e-05
86,2859.67,0.81404,0.56056,1.18014,0.69839,0.6923,0.7122,0.43132,1.55781,1.18912,1.9784,3.19759e-05,3.19759e-05,3.19759e-05
87,2892.93,0.80488,0.56657,1.17005,0.69829,0.68653,0.7099,0.42985,1.55224,1.18856,1.97672,2.85553e-05,2.85553e-05,2.85553e-05
88,2926.16,0.79303,0.55355,1.16354,0.72154,0.66651,0.70876,0.43262,1.54776,1.19763,1.98096,2.53557e-05,2.53557e-05,2.53557e-05
89,2958.92,0.79012,0.54338,1.15583,0.69082,0.68839,0.70677,0.42975,1.55101,1.19213,1.97619,2.23803e-05,2.23803e-05,2.23803e-05
90,2991.67,0.79963,0.54907,1.17531,0.69593,0.68425,0.70671,0.42842,1.5533,1.19717,1.97728,1.9632e-05,1.9632e-05,1.9632e-05
91,3026.7,0.7784,0.49134,1.1497,0.72597,0.66276,0.69811,0.41719,1.57422,1.19507,2.03225,1.71135e-05,1.71135e-05,1.71135e-05
92,3059.51,0.74305,0.45354,1.12885,0.74257,0.65223,0.70495,0.42096,1.56442,1.20626,2.01903,1.48273e-05,1.48273e-05,1.48273e-05
93,3092.05,0.74145,0.44787,1.12432,0.74571,0.64765,0.70594,0.42249,1.5645,1.21027,2.01468,1.27757e-05,1.27757e-05,1.27757e-05
94,3124.51,0.72926,0.44678,1.11858,0.72061,0.67051,0.70534,0.42228,1.5617,1.20481,2.01793,1.09606e-05,1.09606e-05,1.09606e-05
95,3156.88,0.7233,0.43842,1.11753,0.72587,0.66702,0.70799,0.42391,1.56065,1.21065,2.01763,9.38391e-06,9.38391e-06,9.38391e-06
96,3189.97,0.72374,0.43377,1.11303,0.7246,0.67765,0.70887,0.42516,1.55698,1.21812,2.01193,8.04714e-06,8.04714e-06,8.04714e-06
