model/speed_PyTorch(ms),metrics/recall(B),curves/Precision-Recall(B)_table,results,train_batch6572,_runtime,train_batch2,val_batch2_labels,train_batch6570,curves/Recall-Confidence(B)_table,train_batch0,PR_curve,P_curve,val/cls_loss,metrics/mAP50(B),metrics/precision(B),train/dfl_loss,confusion_matrix_normalized,model/GFLOPs,metrics/mAP50-95(B),labels,train_batch1,R_curve,val_batch1_labels,confusion_matrix,F1_curve,_timestamp,train/cls_loss,_step,val_batch1_pred,val_batch0_pred,val/dfl_loss,model/parameters,train/box_loss,lr/pg1,val_batch2_pred,curves/Precision-Confidence(B)_table,val_batch0_labels,lr/pg2,train_batch6571,lr/pg0,val/box_loss,curves/F1-Confidence(B)_table,variant,seed,run_name,epoch
,0.64455,,,"{'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/train_batch6572_91_afcb365527ab32114917.jpg', 'sha256': 'afcb365527ab32114917c17779dd8bd9b8488cf7c77a3a1380fa1e368ec3ad7a', 'size': 591105, 'height': 1920}",4751.720769028,,,"{'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/train_batch6570_91_a51c62a5ba5a4742c4af.jpg', 'sha256': 'a51c62a5ba5a4742c4aff42e65c48244e5a9b68b4b49920bf051b6aa12db9a08', 'size': 654976}",,,,,1.23899,0.6884,0.71269,5.59991,,,0.402,,,,,,,1780023276.784596,0.81134,91,,,9.8507,,3.28758,1.7113512216949455e-05,,,,1.7113512216949455e-05,"{'path': 'media/images/train_batch6571_91_9829c11e64e6d383bd2b.jpg', 'sha256': '9829c11e64e6d383bd2bd34de9c5e3410cf1efde13127075c52ca88d5a71d59f', 'size': 627123, 'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg'}",1.7113512216949455e-05,6.22227,,combined,42,combined_seed42,91
,0.63523,,,,4802.236494465,,,,,,,,1.24669,0.68904,0.73155,5.46074,,,0.4033,,,,,,,1780023327.4921079,0.75091,92,,,9.85096,,3.07768,1.4827312794956637e-05,,,,1.4827312794956637e-05,,1.4827312794956637e-05,6.20435,,combined,42,combined_seed42,92
,0.64096,,,,4852.757406492,,,,,,,,1.24817,0.69068,0.72177,5.44874,,,0.40523,,,,,,,1780023377.9467914,0.7351,93,,,9.832,,3.09371,1.2775667620663789e-05,,,,1.2775667620663789e-05,,1.2775667620663789e-05,6.18203,,combined,42,combined_seed42,93
,0.63761,,,,4903.078221212,,,,,,,,1.24915,0.69196,0.7236,5.37875,,,0.40758,,,,,,,1780023428.2794676,0.72167,94,,,9.85611,,3.01276,1.0960601420160032e-05,,,,1.0960601420160032e-05,,1.0960601420160032e-05,6.18083,,combined,42,combined_seed42,94
,0.64417,,,,4953.390682802,,,,,,,,1.24116,0.69112,0.70471,5.37475,,,0.40864,,,,,,,1780023478.551541,0.71365,95,,,9.86106,,3.00834,9.383905444649509e-06,,,,9.383905444649509e-06,,9.383905444649509e-06,6.17478,,combined,42,combined_seed42,95
,0.63816,,,,5004.20681369,,,,,,,,1.24309,0.69134,0.71593,5.36723,,,0.40948,,,,,,,1780023529.3834288,0.70648,96,,,9.82158,,2.98793,8.047135702703378e-06,,,,8.047135702703378e-06,,8.047135702703378e-06,6.1466,,combined,42,combined_seed42,96
,0.63697,,,,5055.017936456,,,,,,,,1.23453,0.69207,0.7162,5.34941,,,0.4102,,,,,,,1780023579.9869545,0.70715,97,,,9.79077,,2.96425,6.95161142466677e-06,,,,6.95161142466677e-06,,6.95161142466677e-06,6.13465,,combined,42,combined_seed42,97
,0.65391,,,,5108.490745938,,,,,,,,1.23294,0.69298,0.69357,5.33263,,,0.40883,,,,,,,1780023630.5615914,0.71295,98,,,9.81988,,2.97315,6.09841376073772e-06,,,,6.09841376073772e-06,,6.09841376073772e-06,6.13647,,combined,42,combined_seed42,98
,0.66281,,,,5159.49130737,,,,,,,,1.23193,0.69709,0.68954,5.30903,,,0.4103,,,,,,,1780023684.0950875,0.70372,99,,,9.81659,,2.93222,5.488384714002814e-06,,,,5.488384714002814e-06,,5.488384714002814e-06,6.13369,,combined,42,combined_seed42,99
,0.650635374047947,"{'log_mode': 'IMMUTABLE', '_type': 'table-file', 'ncols': 3, 'path': 'media/table/curves/Precision-Recall(B)_table_100_1872ffbea708a3f7a3e4.table.json', 'nrows': 400, 'artifact_path': 'wandb-client-artifact://gigjwpf978j7tr6dc756s0rk1375y0j2ww38rmmlzfa9aa9vvyruxy7zywhwkvc33y0krnrvcpbgk7jj716wj5q0l875rs1p80rsh0msolxehrz1tpjzcaoynf48zp9o/curves/Precision-Recall(B)_table.table.json', '_latest_artifact_path': 'wandb-client-artifact://gt6gkd4pm8gfcmje2sokjmd5iuadj7vzp6iks2p9dkkn9w0pggmgwfv81eg2wv39twg1rk5owe213wy3jxquaukgjpzpt5g4ec41zk6so3c1ai4plmz9eddi8zm3zj1x:latest/curves/Precision-Recall(B)_table.table.json', 'sha256': '1872ffbea708a3f7a3e4426c891e6f902834520cca0e242f9ecb3f7b8123377e', 'size': 7908}","{'format': 'png', 'path': 'media/images/results_100_3b8e8ed798e1de476b3d.png', 'sha256': '3b8e8ed798e1de476b3de70906d37f6dc5ecdc788ea392e5f520034b7094258b', 'size': 246587, 'height': 1200, 'width': 2400, '_type': 'image-file'}",,5180.013407766,,"{'size': 941077, 'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch2_labels_100_ec183fed6f1bd8bce281.jpg', 'sha256': 'ec183fed6f1bd8bce2811c709d1755b5f4673184f1ee545c7fe04d707f5cf85d'}",,"{'path': 'media/table/curves/Recall-Confidence(B)_table_100_862bdc6d54927603dfaf.table.json', 'ncols': 3, 'size': 7932, 'nrows': 400, '_latest_artifact_path': 'wandb-client-artifact://618swq7nj0diq5xrhqion8edslfi1ej0erid2jiheeds811qo5t3rt0rdfkcexad46hfo8nc8b6gl1zwebzo45bd0rdrjupms12hhjvs65cl9lv91litaubakud0rmkd:latest/curves/Recall-Confidence(B)_table.table.json', 'sha256': '862bdc6d54927603dfaf7bb7227636ce6400fe88c61fd8b54f3d9d24da2d59d7', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://0tc3rucd1q8gg1qlrkwgzg04d2f373p3x8c5o2aynq7uzzihuft4ssb19mftse14b6yhq4yf2vocfdf6c9cwku1xi0pfpszkkvui250pvqsv5u8pu8fk6gduh8j6plds/curves/Recall-Confidence(B)_table.table.json', '_type': 'table-file'}",,"{'width': 2250, '_type': 'image-file', 'format': 'png', 'path': 'media/images/PR_curve_100_6ea659741c36c4ea2861.png', 'sha256': '6ea659741c36c4ea286171d6adff3e69a2581184d3c5250d7c2a4c1776afd08f', 'size': 170356, 'height': 1500}","{'size': 167319, 'height': 1500, 'width': 2250, '_type': 'image-file', 'format': 'png', 'path': 'media/images/P_curve_100_72811a4d3b5c4d5bd197.png', 'sha256': '72811a4d3b5c4d5bd1973da1345a57a7be41aaff789a5c5bffb7d33bc4162b28'}",1.23238,0.706133749461607,0.7203758375446885,5.2956,"{'width': 3000, '_type': 'image-file', 'format': 'png', 'path': 'media/images/confusion_matrix_normalized_100_fda09630b7efa851d497.png', 'sha256': 'fda09630b7efa851d4975bf7dd3eefad13a04041776527847666af519d6b0316', 'size': 107544, 'height': 2250}",,0.42137316181947865,,,"{'width': 2250, '_type': 'image-file', 'format': 'png', 'path': 'media/images/R_curve_100_e6b9b6b6819a2c54e4e1.png', 'sha256': 'e6b9b6b6819a2c54e4e1bfeff8158bd05e24d4c20c2b801d79af331f048e5a72', 'size': 171191, 'height': 1500}","{'format': 'jpg', 'path': 'media/images/val_batch1_labels_100_a2a2ab952c9f8ac03332.jpg', 'sha256': 'a2a2ab952c9f8ac03332345e661df279322cbe5c7faa2e822a78e6875f6b181f', 'size': 881614, 'height': 1920, 'width': 1920, '_type': 'image-file'}","{'format': 'png', 'path': 'media/images/confusion_matrix_100_7550a2b4506533647ebe.png', 'sha256': '7550a2b4506533647ebe687f8b8f28e957d7946d8b5eadbd3c9d30909e80fdc0', 'size': 101541, 'height': 2250, 'width': 3000, '_type': 'image-file'}","{'_type': 'image-file', 'format': 'png', 'path': 'media/images/F1_curve_100_c219e13eb3bec7367f1b.png', 'sha256': 'c219e13eb3bec7367f1b75e3cb19bbac5dc9ff6afbe6c7d77f2f6c1c05688f5f', 'size': 176513, 'height': 1500, 'width': 2250}",1780023749.4944394,0.70062,100,"{'format': 'jpg', 'path': 'media/images/val_batch1_pred_100_aa151ccb8b8c634abf33.jpg', 'sha256': 'aa151ccb8b8c634abf33b7847b7b06142a34c2d1ce2fe19d3d6a7f7bbc36a659', 'size': 888429, 'height': 1920, 'width': 1920, '_type': 'image-file'}","{'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch0_pred_100_09e0a80b77acd9a3b47f.jpg', 'sha256': '09e0a80b77acd9a3b47f5e583692ee80e221180239c00da91b53b71a6879d317', 'size': 854793}",9.81382,,2.94304,5.122126309481445e-06,"{'_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch2_pred_100_06458fe721613c00f381.jpg', 'sha256': '06458fe721613c00f38181d0119119fd0fb87116989c406796af5c85e2b6b284', 'size': 956677, 'height': 1920, 'width': 1920}","{'path': 'media/table/curves/Precision-Confidence(B)_table_100_9b6fc92f44294c2ff2dc.table.json', 'size': 7894, '_type': 'table-file', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://vdxbpgzpc48rd3cghud9ely1eynboe8jmg19oy5uqypv40pzobi93fpfflqp6tdd4c98ftkn1y8gbejlflkmcb8213bp8tsiym4c1q397m0o33mttx9mo90rzdelq9p4/curves/Precision-Confidence(B)_table.table.json', 'sha256': '9b6fc92f44294c2ff2dcdbf03802ce4931dbf74d8bc2534c316592d5f9f87e14', '_latest_artifact_path': 'wandb-client-artifact://ewrcmm9guuchs3zo1x64abcm4rkld0mvq63v2emstarzzdvlf73k3lwdgak94u78fsu0xm9spz4p70zmux2co017mamc9ydan3lslgara46dfuy59xn88rexge4npk20:latest/curves/Precision-Confidence(B)_table.table.json', 'nrows': 400, 'ncols': 3}","{'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch0_labels_100_191276c6f2c0357df44e.jpg', 'sha256': '191276c6f2c0357df44e7eb8ef7d165ea3046b08d018116d8f819c80923a7bf7', 'size': 848160}",5.122126309481445e-06,,5.122126309481445e-06,6.13857,"{'path': 'media/table/curves/F1-Confidence(B)_table_100_8ebf0dedb86177085539.table.json', '_latest_artifact_path': 'wandb-client-artifact://nt39mz6jkauavt2xvem4g81oeltpsky4st6rfgcj55rfac0w2lp89j1sgucudph0p1k36e4qx4br7b0wiwzcyvnjyh76edvakou18lv494q9rccocgc29umyfcyz3ybb:latest/curves/F1-Confidence(B)_table.table.json', 'ncols': 3, 'sha256': '8ebf0dedb861770855399ac8af9628cf9ee57308a309cea29aea88f2c3b5d3a9', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://ats2y3f62t1lfkez9d2iqmolotv4xrsieayjv1hazxznqap5fkg5augi1x6bufz9fzjshjz7bsu9r5us92q1h4n62ywdg1p5u0xt02wc08m01971il6iuhguurv178fj/curves/F1-Confidence(B)_table.table.json', 'size': 7936, '_type': 'table-file', 'nrows': 400}",combined,42,combined_seed42,100
