results,val/dfl_loss,curves/Recall-Confidence(B)_table,train_batch6570,F1_curve,curves/Precision-Confidence(B)_table,val_batch1_pred,metrics/mAP50-95(B),train/cls_loss,model/GFLOPs,train_batch6572,P_curve,lr/pg1,PR_curve,train_batch1,val/cls_loss,val_batch0_pred,metrics/precision(B),lr/pg2,R_curve,_step,_runtime,curves/Precision-Recall(B)_table,metrics/recall(B),labels,train/box_loss,train_batch0,train/dfl_loss,confusion_matrix,val_batch1_labels,val_batch2_labels,_timestamp,train_batch2,model/speed_PyTorch(ms),confusion_matrix_normalized,val_batch2_pred,metrics/mAP50(B),model/parameters,lr/pg0,val_batch0_labels,curves/F1-Confidence(B)_table,val/box_loss,train_batch6571,variant,seed,run_name,epoch
,7.56252,,,,,,0.41796,0.8048,,,,6.684751026646124e-05,,,1.13354,,0.71819,6.684751026646124e-05,,78,2712.15069766,,0.66543,,3.521,,4.90731,,,,1780011516.8056655,,,,,0.71036,,6.684751026646124e-05,,,6.06667,,sizeaware,42,sizeaware_seed42,78
,7.60237,,,,,,0.42039,0.81326,,,,6.179797241299223e-05,,,1.13675,,0.71797,6.179797241299223e-05,,79,2745.620072046,,0.67058,,3.47487,,4.88165,,,,1780011550.3978946,,,,,0.71439,,6.179797241299223e-05,,,6.08141,,sizeaware,42,sizeaware_seed42,79
,7.72321,,,,,,0.41897,0.78315,,,,5.693663443701663e-05,,,1.13369,,0.71365,5.693663443701663e-05,,80,2778.908447697,,0.66835,,3.40714,,4.85759,,,,1780011583.8083036,,,,,0.71497,,5.693663443701663e-05,,,6.09551,,sizeaware,42,sizeaware_seed42,80
,7.55057,,,,,,0.42111,0.81179,,,,5.22682938922005e-05,,,1.12961,,0.71793,5.22682938922005e-05,,81,2812.17122705,,0.65895,,3.48355,,4.87139,,,,1780011617.0780168,,,,,0.71268,,5.22682938922005e-05,,,6.05177,,sizeaware,42,sizeaware_seed42,81
,7.60218,,,,,,0.41646,0.80001,,,,4.7797557867045985e-05,,,1.14154,,0.6869,4.7797557867045985e-05,,82,2848.054697382,,0.68026,,3.44561,,4.87039,,,,1780011652.26898,,,,,0.70629,,4.7797557867045985e-05,,,6.05037,,sizeaware,42,sizeaware_seed42,82
,7.62375,,,,,,0.4182,0.76251,,,,4.3528838438251336e-05,,,1.14849,,0.70427,4.3528838438251336e-05,,83,2883.474238564,,0.66701,,3.32405,,4.77971,,,,1780011686.2426238,,,,,0.70582,,4.3528838438251336e-05,,,6.08139,,sizeaware,42,sizeaware_seed42,83
,7.64703,,,,,,0.41678,0.7612,,,,3.946634831652396e-05,,,1.14025,,0.69787,3.946634831652396e-05,,84,2916.953678983,,0.67079,,3.3625,,4.79101,,,,1780011721.8136845,,,,,0.70669,,3.946634831652396e-05,,,6.09553,,sizeaware,42,sizeaware_seed42,84
,7.62691,,,,,,0.41757,0.77115,,,,3.561409668914378e-05,,,1.13797,,0.74993,3.561409668914378e-05,,85,2950.787396215,,0.63578,,3.34964,,4.78965,,,,1780011755.2598655,,,,,0.70949,,3.561409668914378e-05,,,6.09143,,sizeaware,42,sizeaware_seed42,85
,7.68558,,,,,,0.41664,0.76897,,,,3.1975885263378965e-05,,,1.14411,,0.73257,3.1975885263378965e-05,,86,2984.255482976,,0.65456,,3.34914,,4.80825,,,,1780011789.1005359,,,,,0.7121,,3.1975885263378965e-05,,,6.0942,,sizeaware,42,sizeaware_seed42,86
,7.64898,,,,,,0.41985,0.76632,,,,2.855530451466021e-05,,,1.12805,,0.73931,2.855530451466021e-05,,87,3017.662370058,,0.65063,,3.31243,,4.76649,,,,1780011822.5873947,,,,,0.7113,,2.855530451466021e-05,,,6.08757,,sizeaware,42,sizeaware_seed42,87
,7.71854,,,,,,0.4212,0.75377,,,,2.5355730143214685e-05,,,1.14758,,0.7262,2.5355730143214685e-05,,88,3052.189719119,,0.65796,,3.2698,,4.74779,,,,1780011857.1584296,,,,,0.7101,,2.5355730143214685e-05,,,6.09744,,sizeaware,42,sizeaware_seed42,88
,7.69432,,,,,,0.42206,0.74607,,,,2.2380319742657805e-05,,,1.12587,,0.7364,2.2380319742657805e-05,,89,3085.723362888,,0.66066,,3.25186,,4.71436,,,,1780011890.4890983,,,,,0.71203,,2.2380319742657805e-05,,,6.08991,,sizeaware,42,sizeaware_seed42,89
,7.74312,,,,,,0.4204,0.74637,,,,1.9632009683829166e-05,,,1.13167,,0.71939,1.9632009683829166e-05,,90,3121.126630856,,0.66545,,3.29379,,4.78541,,,,1780011923.952408,,,,,0.71021,,1.9632009683829166e-05,,,6.12381,,sizeaware,42,sizeaware_seed42,90
,7.91516,,"{'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/train_batch6570_91_a51c62a5ba5a4742c4af.jpg', 'sha256': 'a51c62a5ba5a4742c4aff42e65c48244e5a9b68b4b49920bf051b6aa12db9a08', 'size': 654976, 'height': 1920}",,,,0.40871,0.71985,,"{'_type': 'image-file', 'format': 'jpg', 'path': 'media/images/train_batch6572_91_afcb365527ab32114917.jpg', 'sha256': 'afcb365527ab32114917c17779dd8bd9b8488cf7c77a3a1380fa1e368ec3ad7a', 'size': 591105, 'height': 1920, 'width': 1920}",,1.7113512216949455e-05,,,1.12695,,0.73273,1.7113512216949455e-05,,91,3154.492338093,,0.64833,,3.22217,,4.71557,,,,1780011959.4282546,,,,,0.70011,,1.7113512216949455e-05,,,6.17175,"{'_type': 'image-file', 'format': 'jpg', 'path': 'media/images/train_batch6571_91_9829c11e64e6d383bd2b.jpg', 'sha256': '9829c11e64e6d383bd2bd34de9c5e3410cf1efde13127075c52ca88d5a71d59f', 'size': 627123, 'height': 1920, 'width': 1920}",sizeaware,42,sizeaware_seed42,91
,7.84217,,,,,,0.4155,0.67032,,,,1.4827312794956637e-05,,,1.13055,,0.71623,1.4827312794956637e-05,,92,3187.593540903,,0.65544,,3.09514,,4.62396,,,,1780011992.6185563,,,,,0.70296,,1.4827312794956637e-05,,,6.12054,,sizeaware,42,sizeaware_seed42,92
,7.85483,,,,,,0.41525,0.66116,,,,1.2775667620663789e-05,,,1.13726,,0.71636,1.2775667620663789e-05,,93,3220.77292412,,0.65722,,3.05617,,4.60541,,,,1780012025.8124242,,,,,0.70406,,1.2775667620663789e-05,,,6.13992,,sizeaware,42,sizeaware_seed42,93
,7.86349,,,,,,0.41617,0.65022,,,,1.0960601420160032e-05,,,1.14023,,0.70315,1.0960601420160032e-05,,94,3255.05798139,,0.67127,,3.01492,,4.58236,,,,1780012059.6739802,,,,,0.70568,,1.0960601420160032e-05,,,6.12735,,sizeaware,42,sizeaware_seed42,94
"{'path': 'media/images/results_95_05b197708989ff458066.png', 'sha256': '05b197708989ff458066ee39f61fb771cbcbd2a4b8f86e08df96c71d10be1d5a', 'size': 279396, 'height': 1200, 'width': 2400, '_type': 'image-file', 'format': 'png'}",7.86191,"{'_latest_artifact_path': 'wandb-client-artifact://jgnaf9i0pc4ul9kjf1ziuftmiwolk76uqzrpzplg8wbwya4mr4xe6t3tka8n7jq9nkbmqm4kpa06c88vytdrkfbgjuiciu1d959ywepy8agy947tt0187zpq6g83z9r0:latest/curves/Recall-Confidence(B)_table.table.json', 'size': 7928, '_type': 'table-file', 'sha256': 'c1d1736c1e381e89c2288e95e9ad5fc6673826acc92bd83c14e92a54dba9cb09', 'nrows': 400, 'path': 'media/table/curves/Recall-Confidence(B)_table_95_c1d1736c1e381e89c228.table.json', 'ncols': 3, 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://72cayracysfgprc9z5jvcn1ztq6kakeo3oy9lmuwn417o2i6v72dt94cun8b0svy5k0a3rs1r5cip52u5btbrboqvxhdrvrs5f5wju43tnb54w9k12hxvudvt6gn25un/curves/Recall-Confidence(B)_table.table.json'}",,"{'size': 181195, 'height': 1500, 'width': 2250, '_type': 'image-file', 'format': 'png', 'path': 'media/images/F1_curve_95_72f8ed653a29e09184f4.png', 'sha256': '72f8ed653a29e09184f416b807310315f3078e32b376163c2f4136d4cae7b62e'}","{'sha256': 'e4dedf69cafebcfee947af4f2b9520b886c73608008891f0de90f22a48b515c8', '_latest_artifact_path': 'wandb-client-artifact://1oi9bq2ty9j8efaks2vzy0znhc52mpefj02iklvf79vyn36eek56ldy8tibpv1moslgpb8ln9o4yc8i75nxodusqus9477ugemtw82r8ter5od8rtemeu80r9v645vr9:latest/curves/Precision-Confidence(B)_table.table.json', '_type': 'table-file', 'ncols': 3, 'size': 7876, 'log_mode': 'IMMUTABLE', 'nrows': 400, 'artifact_path': 'wandb-client-artifact://c9a0axfbqdeqkdj5kzpm50ocv875hx6sw3ucxlsoco0k19piviyhjois4iqcw8ywt2lpwzc9ugojakjgsrs2sav4jj9cpsdug0zq4meoyuz9glq20xxevcdlg0t6klzj/curves/Precision-Confidence(B)_table.table.json', 'path': 'media/table/curves/Precision-Confidence(B)_table_95_e4dedf69cafebcfee947.table.json'}","{'format': 'jpg', 'path': 'media/images/val_batch1_pred_95_f9b4133da788ba5c7020.jpg', 'sha256': 'f9b4133da788ba5c7020e5c7f08151281f0b4e689fc65c41b2ba85760d76c711', 'size': 887947, 'height': 1920, 'width': 1920, '_type': 'image-file'}",0.4255544801306928,0.64069,,,"{'_type': 'image-file', 'format': 'png', 'path': 'media/images/P_curve_95_07a409e906ebbce5f486.png', 'sha256': '07a409e906ebbce5f4861a770c29fc673511d7ea0cca10984b7d4760541d59b2', 'size': 167010, 'height': 1500, 'width': 2250}",9.383905444649509e-06,"{'format': 'png', 'path': 'media/images/PR_curve_95_831aa60f7f026db52851.png', 'sha256': '831aa60f7f026db52851270b9e629fa5bf82a20d072a627911b9dbefdaeef330', 'size': 169865, 'height': 1500, 'width': 2250, '_type': 'image-file'}",,1.14605,"{'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch0_pred_95_33cdbe837b1c05cd1eab.jpg', 'sha256': '33cdbe837b1c05cd1eabb97804ceef704b56c3675e023e9fdadf1167690d5aed', 'size': 860316}",0.7306556162985491,9.383905444649509e-06,"{'format': 'png', 'path': 'media/images/R_curve_95_f51eaaca71dc38acefe0.png', 'sha256': 'f51eaaca71dc38acefe0a25d7d8f5983d3077e95ec29690bd03ec62202bf4bb0', 'size': 173512, 'height': 1500, 'width': 2250, '_type': 'image-file'}",95,3271.609569669,"{'_type': 'table-file', 'path': 'media/table/curves/Precision-Recall(B)_table_95_956f275cafc3c654ecf7.table.json', 'log_mode': 'IMMUTABLE', '_latest_artifact_path': 'wandb-client-artifact://y9sjkxergtpbgn0faga3no4qapezs959br1jiifam57in4i2v5g98ujxfa24758e66l0m9bpenfcqvcpslmt6logfm44ph3bqjyzjdm9jumt03p0ojzihiolq0zyyqag:latest/curves/Precision-Recall(B)_table.table.json', 'size': 7891, 'ncols': 3, 'sha256': '956f275cafc3c654ecf78f102c3747f62e9323703e9aa3f3b9dfc7e6b6150b26', 'artifact_path': 'wandb-client-artifact://hhzrwbg6cmrxcosr2j7aw9umafstnumclf2pdmbmn93e1t39o5hsnyxjoajei93zlvzrfjiqnhfd0z8t9xqdu9w3pk7ne2lc6m4ngisw26ejk0z6s1j8wgfuow0ycj8u/curves/Precision-Recall(B)_table.table.json', 'nrows': 400}",0.651325401878483,,2.97732,,4.56865,"{'format': 'png', 'path': 'media/images/confusion_matrix_95_919b0c7aaa59f1bc5bc9.png', 'sha256': '919b0c7aaa59f1bc5bc95786e6ec01fdd2499a5b9ca24aec63067c2709581d39', 'size': 101458, 'height': 2250, 'width': 3000, '_type': 'image-file'}","{'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch1_labels_95_a2a2ab952c9f8ac03332.jpg', 'sha256': 'a2a2ab952c9f8ac03332345e661df279322cbe5c7faa2e822a78e6875f6b181f', 'size': 881614, 'height': 1920}","{'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch2_labels_95_ec183fed6f1bd8bce281.jpg', 'sha256': 'ec183fed6f1bd8bce2811c709d1755b5f4673184f1ee545c7fe04d707f5cf85d', 'size': 941077, 'height': 1920}",1780012105.1607099,,,"{'_type': 'image-file', 'format': 'png', 'path': 'media/images/confusion_matrix_normalized_95_93c3c6ccb73bfc0f38b0.png', 'sha256': '93c3c6ccb73bfc0f38b0694fae98561bbb3e288a308d1f4547a32bb51173730f', 'size': 113044, 'height': 2250, 'width': 3000}","{'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg', 'path': 'media/images/val_batch2_pred_95_00d4a9157877fbc10efa.jpg', 'sha256': '00d4a9157877fbc10efa3e539cc8fa39f79fcd0c24268099f996d6227d6dcfef', 'size': 963078}",0.7071290074676213,,9.383905444649509e-06,"{'path': 'media/images/val_batch0_labels_95_191276c6f2c0357df44e.jpg', 'sha256': '191276c6f2c0357df44e7eb8ef7d165ea3046b08d018116d8f819c80923a7bf7', 'size': 848160, 'height': 1920, 'width': 1920, '_type': 'image-file', 'format': 'jpg'}","{'nrows': 400, 'path': 'media/table/curves/F1-Confidence(B)_table_95_aa1de474e148b8502de9.table.json', 'sha256': 'aa1de474e148b8502de9cbbdf7a89e694e4e7a3815ac5e4057fc4d764f94ba50', 'size': 7934, 'ncols': 3, '_latest_artifact_path': 'wandb-client-artifact://m4311wkl2d3oozgiujca54ua4seim2o47xnngm1keawjfqo4c9w6f0tyekextc91exvu9gdtlqsyuchd2268tpod0r3oirvi3wjkbe7fgdf1kbi6ezpnqoe91v487uiw:latest/curves/F1-Confidence(B)_table.table.json', 'log_mode': 'IMMUTABLE', 'artifact_path': 'wandb-client-artifact://0wmv5wvrihb27a68krp0m595r8pj8szrkczuvhf9y7c2dxlvo4rg5nyodv26o40c7x4mkpkpfwg99w4t7e0q6gqbxdsha4svdaiksmppzuhqu58w0f273tzzere76bvz/curves/F1-Confidence(B)_table.table.json', '_type': 'table-file'}",6.12797,,sizeaware,42,sizeaware_seed42,95
